Time,Velocity,Omega
1571250228.167276,0.300000,0.188810
1571250228.226431,0.300000,-1.402015
1571250228.278780,0.300000,0.231076
1571250228.358935,0.300000,-1.796372
1571250228.389738,0.300000,-1.575428
1571250228.443687,0.300000,-1.865018
1571250228.499735,0.300000,-1.540200
1571250228.556608,0.300000,-1.403630
1571250228.606118,0.300000,0.889586
1571250228.661923,0.300000,-1.303774
1571250228.714685,0.300000,0.663206
1571250228.775023,0.300000,1.012267
1571250228.814169,0.300000,-1.811622
1571250228.862453,0.300000,0.243152
1571250228.914313,0.300000,-2.835580
1571250228.976597,0.300000,-1.960072
1571250229.040107,0.300000,-2.841446
1571250229.088586,0.300000,-3.003981
1571250229.138354,0.300000,-2.639215
1571250229.195838,0.300000,-2.505169
1571250229.245100,0.300000,-2.911588
1571250229.295298,0.300000,-2.826408
1571250229.361811,0.300000,-3.013598
1571250229.414993,0.300000,-2.818576
1571250229.483995,0.300000,-2.367506
1571250229.519698,0.300000,-2.810539
1571250229.597181,0.300000,-2.122293
1571250229.634700,0.300000,-2.434648
1571250229.698207,0.300000,-1.640981
1571250229.746194,0.300000,-2.290911
1571250229.785508,0.300000,-1.921113
1571250229.841622,0.300000,1.171852
1571250229.897821,0.300000,-2.202211
1571250229.951487,0.300000,1.674158
1571250229.994352,0.300000,1.909134
1571250230.055643,0.300000,1.568130
1571250230.114039,0.300000,-0.727506
1571250230.178517,0.300000,-0.586122
1571250230.215477,0.300000,-0.703148
1571250230.258074,0.300000,1.758117
1571250230.309264,0.300000,1.473282
1571250230.357101,0.300000,-2.153673
1571250230.398430,0.300000,-2.407898
1571250230.492400,0.300000,-2.582800
1571250230.518368,0.300000,-2.908686
1571250230.566292,0.300000,-3.009184
1571250230.610100,0.300000,-3.333855
1571250230.653878,0.300000,-3.291314
1571250230.699972,0.300000,-2.836154
1571250230.752849,0.300000,-3.358927
1571250230.810755,0.300000,-3.493431
1571250230.858106,0.300000,-3.078112
1571250230.904219,0.300000,-2.780363
1571250230.951268,0.300000,-2.731703
1571250231.016036,0.300000,-2.563005
1571250231.063398,0.300000,-2.486199
1571250231.115862,0.300000,-2.807999
1571250231.161784,0.300000,-1.956083
1571250231.224348,0.300000,-1.745903
1571250231.273326,0.300000,0.318935
1571250231.327941,0.300000,1.704853
1571250231.376463,0.300000,1.955815
1571250231.438688,0.300000,2.026385
1571250231.515587,0.300000,2.167934
1571250231.557853,0.300000,-0.292596
1571250231.643036,0.300000,-1.228387
1571250231.675424,0.300000,-0.519177
1571250231.726044,0.300000,2.096291
1571250231.754316,0.300000,-2.123836
1571250231.822360,0.300000,-2.279571
1571250231.875214,0.300000,-2.608363
1571250231.924964,0.300000,-3.423630
1571250231.966592,0.300000,-3.682483
1571250232.016939,0.300000,-3.391275
1571250232.066130,0.300000,-3.648549
1571250232.119922,0.300000,-3.557428
1571250232.183191,0.300000,-4.169532
1571250232.238765,0.300000,-3.588474
1571250232.283308,0.300000,-4.009099
1571250232.353606,0.300000,-3.464765
1571250232.409391,0.300000,-2.774329
1571250232.464063,0.300000,-2.593321
1571250232.501748,0.300000,-2.949963
1571250232.554093,0.300000,-2.895906
1571250232.604558,0.300000,-2.747310
1571250232.670200,0.300000,2.094283
1571250232.703019,0.300000,-1.464995
1571250232.735996,0.300000,-1.582161
1571250232.789655,0.300000,-1.926077
1571250232.843129,0.300000,2.234575
1571250232.902099,0.300000,2.691527
1571250232.943794,0.300000,4.197665
1571250233.001552,0.300000,2.752408
1571250233.042675,0.300000,2.859162
1571250233.104796,0.300000,3.688436
1571250233.159508,0.300000,3.210876
1571250233.201582,0.300000,3.549158
1571250233.247650,0.300000,3.452713
1571250233.301417,0.300000,3.636183
1571250233.352986,0.300000,3.412899
1571250233.385382,0.300000,3.316540
1571250233.437399,0.300000,2.993141
1571250233.485113,0.300000,1.860877
1571250233.525814,0.300000,3.533841
1571250233.585493,0.300000,3.218388
1571250233.633179,0.300000,4.225232
1571250233.681968,0.300000,2.699714
1571250233.736717,0.300000,-1.582226
1571250233.781741,0.300000,0.184167
1571250233.837685,0.300000,-1.561098
1571250233.886190,0.300000,-2.080895
1571250233.950986,0.300000,-1.439913
1571250233.989861,0.300000,0.117764
1571250234.040462,0.300000,-3.208572
1571250234.087179,0.300000,-1.187129
1571250234.144554,0.300000,-1.901442
1571250234.199913,0.300000,0.104342
1571250234.250114,0.300000,-2.264177
1571250234.283100,0.300000,-0.475399
1571250234.344677,0.300000,-1.395160
1571250234.402549,0.300000,0.177764
1571250234.443571,0.300000,1.692589
1571250234.517423,0.300000,-1.408261
1571250234.561830,0.300000,-0.552249
1571250234.599342,0.300000,-1.646940
1571250234.651670,0.300000,-2.088308
1571250234.695742,0.300000,-0.924026
1571250234.760637,0.300000,-1.249408
1571250234.813707,0.300000,-1.192157
1571250234.911936,0.300000,-0.063324
1571250234.953869,0.300000,-2.134514
1571250235.042733,0.300000,0.017627
1571250235.102798,0.300000,-1.207710
1571250235.149472,0.300000,1.119306
1571250235.196847,0.300000,-1.273927
1571250235.246413,0.300000,-1.621928
1571250235.301469,0.300000,-1.009470
1571250235.350174,0.300000,-0.303196
1571250235.404638,0.300000,-1.679030
1571250235.453050,0.300000,-1.109787
1571250235.510452,0.300000,-1.184576
1571250235.561935,0.300000,-0.553675
1571250235.622565,0.300000,-1.274030
1571250235.673563,0.300000,-1.355798
1571250235.718113,0.300000,-1.006017
1571250235.772927,0.300000,-1.036380
1571250235.824272,0.300000,-0.877660
1571250235.871332,0.300000,0.896570
1571250235.922953,0.300000,-1.211371
1571250235.975981,0.300000,-1.159187
1571250236.017367,0.300000,-1.527787
1571250236.095612,0.300000,-0.913489
1571250236.141425,0.300000,-1.699673
1571250236.192165,0.300000,-2.126018
1571250236.236974,0.300000,-1.803981
1571250236.296742,0.300000,-2.143949
1571250236.348013,0.300000,-2.356329
1571250236.401537,0.300000,-1.905062
1571250236.447355,0.300000,-2.203073
1571250236.507634,0.300000,-2.131260
1571250236.556881,0.300000,-1.965105
1571250236.624010,0.300000,-2.242020
1571250236.665170,0.300000,-2.554956
1571250236.714105,0.300000,-2.686604
1571250236.774405,0.300000,-2.794408
1571250236.818744,0.300000,-2.116461
1571250236.870330,0.300000,-2.989753
1571250236.932509,0.300000,-2.289209
1571250236.974550,0.300000,-2.196695
1571250237.018657,0.300000,-1.892451
1571250237.073001,0.300000,-1.922713
1571250237.142519,0.300000,-3.915870
1571250237.180819,0.300000,1.863557
1571250237.220917,0.300000,-1.969507
1571250237.274493,0.300000,-2.089129
1571250237.308613,0.300000,-2.271838
1571250237.377859,0.300000,2.199103
1571250237.400765,0.300000,-2.296923
1571250237.480351,0.300000,-3.121977
1571250237.517473,0.000000,-1.000000
1571250237.518105,0.300000,-3.121977
1571250237.572759,0.000000,-1.000000
1571250237.573673,0.300000,-3.121977
1571250237.640041,0.000000,-1.000000
1571250237.641031,0.300000,-3.121977
1571250237.691345,0.000000,-1.000000
1571250237.698866,0.300000,-3.121977
1571250237.750381,0.000000,-1.000000
1571250237.750936,0.300000,-3.121977
1571250237.798022,0.300000,-5.016780
1571250237.843181,0.300000,-5.004962
1571250237.891050,0.300000,-5.072661
1571250237.931827,0.300000,-5.178980
1571250237.989364,0.300000,-5.158619
1571250238.048144,0.300000,-5.100482
1571250238.089149,0.300000,-5.079819
1571250238.138873,0.300000,-5.118639
1571250238.196833,0.300000,-4.966960
1571250238.242392,0.300000,-5.077038
1571250238.293512,0.300000,-5.085585
1571250238.340709,0.300000,-5.102141
1571250238.402656,0.300000,-5.070193
1571250238.437916,0.300000,-5.070260
1571250238.483147,0.300000,-4.756108
1571250238.540182,0.300000,-4.896193
1571250238.601537,0.300000,-4.895905
1571250238.664618,0.300000,-4.933729
1571250238.722851,0.300000,-4.898496
1571250238.777037,0.300000,-4.835322
1571250238.823864,0.300000,-4.781776
1571250238.855931,0.300000,-4.820603
1571250238.902391,0.300000,-4.593866
1571250238.945383,0.300000,-4.632094
1571250238.992440,0.300000,-4.549495
1571250239.060439,0.300000,-4.330829
1571250239.095008,0.300000,-4.444065
1571250239.137110,0.300000,-4.237542
1571250239.176936,0.300000,-4.507644
1571250239.219703,0.300000,-4.491884
1571250239.277560,0.300000,-4.444877
1571250239.328511,0.300000,-3.490093
1571250239.371534,0.300000,-4.134149
1571250239.435554,0.300000,-3.463553
1571250239.497790,0.300000,-2.842206
1571250239.545859,0.300000,-2.900499
1571250239.589614,0.300000,-0.566201
1571250239.655162,0.300000,0.647300
1571250239.689304,0.300000,1.065469
1571250239.742298,0.300000,-3.600982
1571250239.800699,0.300000,-1.489096
1571250239.845750,0.300000,-2.099762
1571250239.891531,0.300000,-2.347847
1571250239.935625,0.300000,-2.529843
1571250239.993344,0.300000,-2.907476
1571250240.048553,0.300000,-2.496646
1571250240.099445,0.300000,-2.386248
1571250240.155357,0.300000,-2.577038
1571250240.194058,0.300000,-2.106109
1571250240.238493,0.300000,-0.891711
1571250240.291333,0.300000,-0.877752
1571250240.345246,0.300000,-2.076545
1571250240.390054,0.300000,-0.632549
1571250240.448598,0.300000,-0.987018
1571250240.511766,0.300000,-2.127000
1571250240.553013,0.300000,-1.378419
1571250240.635536,0.300000,2.340533
1571250240.669225,0.300000,-0.752744
1571250240.706720,0.300000,-2.105432
1571250240.780803,0.300000,-0.951579
1571250240.819654,0.300000,-1.523630
1571250240.857287,0.300000,-1.171339
1571250240.893528,0.300000,-1.019699
1571250240.944893,0.300000,-1.306503
1571250240.997821,0.300000,-1.791007
1571250241.040224,0.300000,-1.882251
1571250241.097278,0.300000,-2.925641
1571250241.144174,0.300000,-1.759942
1571250241.208246,0.300000,-2.074224
1571250241.238121,0.300000,-2.003862
1571250241.286430,0.300000,-1.420537
1571250241.333579,0.300000,-1.346068
1571250241.380711,0.300000,-2.224540
1571250241.434190,0.300000,2.128477
1571250241.487766,0.300000,-2.364444
1571250241.531935,0.300000,-2.232008
1571250241.584329,0.300000,-2.661956
1571250241.644301,0.300000,1.513515
1571250241.722147,0.300000,1.344360
1571250241.758478,0.300000,2.023469
1571250241.803394,0.300000,-2.086149
1571250241.838397,0.300000,1.258599
1571250241.882862,0.300000,1.518642
1571250241.914883,0.300000,-1.017950
1571250241.960992,0.300000,-1.622526
1571250242.008150,0.300000,-0.514534
1571250242.051831,0.300000,-2.173265
1571250242.118460,0.300000,-2.283058
1571250242.179799,0.300000,-2.681832
1571250242.244998,0.300000,-3.206458
1571250242.301846,0.300000,-2.583669
1571250242.359454,0.300000,-2.280940
1571250242.401248,0.300000,-2.001550
1571250242.472128,0.300000,1.489079
1571250242.518499,0.300000,2.766060
1571250242.598548,0.300000,1.997132
1571250242.665246,0.300000,2.535269
1571250242.707075,0.300000,3.510860
1571250242.777936,0.300000,4.005026
1571250242.822581,0.300000,3.853399
1571250242.851653,0.300000,3.455654
1571250242.906836,0.300000,4.136086
1571250242.948290,0.300000,4.701662
1571250243.001112,0.300000,3.724726
1571250243.025715,0.300000,2.324678
1571250243.080316,0.300000,1.939857
1571250243.141822,0.300000,3.724757
1571250243.193917,0.300000,3.011919
1571250243.237716,0.300000,2.146463
1571250243.283318,0.300000,1.317888
1571250243.350954,0.300000,2.188092
1571250243.393290,0.300000,-2.434224
1571250243.442135,0.300000,1.604047
1571250243.512826,0.300000,-1.875240
1571250243.565577,0.300000,-2.387737
1571250243.613074,0.300000,-2.856112
1571250243.678300,0.300000,-3.861681
1571250243.710507,0.300000,-2.855649
1571250243.750850,0.300000,-2.272297
1571250243.812520,0.300000,-2.730521
1571250243.860767,0.300000,-2.818146
1571250243.916684,0.300000,-2.767968
1571250243.970106,0.300000,-2.276762
1571250244.013819,0.300000,-2.102938
1571250244.058200,0.300000,-3.017343
1571250244.113439,0.300000,-2.608599
1571250244.155399,0.300000,-2.970884
